dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
dirichlet__n_segments=20__n_observations=250,45,changeforest_bs,0.8811355879479496,0.032,0.04,0.04,"[10, 21, 37, 42, 57, 61, 65, 67, 73, 82, 88, 124, 143, 167, 176, 204, 237, 243, 247, 250]","[0, 10, 21, 37, 62, 81, 90, 125, 143, 167, 176, 204, 237, 243, 250]",13.0,0.128320088610053
dirichlet__n_segments=20__n_observations=250,45,changekNN_bs,0.0,0.496,0.04,0.496,"[10, 21, 37, 42, 57, 61, 65, 67, 73, 82, 88, 124, 143, 167, 176, 204, 237, 243, 247, 250]","[0, 250]",0.0,0.0077927708625793
dirichlet__n_segments=20__n_observations=250,45,ecp,0.0066233158358301,0.456,0.04,0.456,"[10, 21, 37, 42, 57, 61, 65, 67, 73, 82, 88, 124, 143, 167, 176, 204, 237, 243, 247, 250]","[0.0, 10.0, 250.0]",1.0,0.730428135022521
dirichlet__n_segments=20__n_observations=250,45,multirank,0.8687685193912282,0.02,0.056,0.056,"[10, 21, 37, 42, 57, 61, 65, 67, 73, 82, 88, 124, 143, 167, 176, 204, 237, 243, 247, 250]","[0, 10, 20, 24, 37, 45, 57, 61, 64, 67, 78, 82, 88, 124, 143, 167, 176, 204, 223, 226, 237, 243, 247, 250]",22.0,0.3036982771009207
dirichlet__n_segments=20__n_observations=250,45,kernseg_rbf,0.0,0.496,0.04,0.496,"[10, 21, 37, 42, 57, 61, 65, 67, 73, 82, 88, 124, 143, 167, 176, 204, 237, 243, 247, 250]","[0, 250]",0.0,0.0561201516538858
dirichlet__n_segments=20__n_observations=353,45,changeforest_bs,0.9159898293294088,0.0198300283286118,0.0396600566572237,0.0396600566572237,"[14, 29, 52, 59, 81, 86, 92, 95, 103, 116, 124, 176, 202, 236, 249, 287, 335, 343, 349, 353]","[0, 14, 29, 52, 72, 82, 86, 90, 95, 103, 116, 124, 176, 202, 212, 236, 241, 249, 287, 335, 347, 353]",20.0,0.1782210245728492
dirichlet__n_segments=20__n_observations=353,45,changekNN_bs,0.2937389729084328,0.1869688385269121,0.0396600566572237,0.1869688385269121,"[14, 29, 52, 59, 81, 86, 92, 95, 103, 116, 124, 176, 202, 236, 249, 287, 335, 343, 349, 353]","[0, 115, 201, 208, 353]",3.0,0.0166908297687768
dirichlet__n_segments=20__n_observations=353,45,ecp,0.0071974387485083,0.4589235127478753,0.0396600566572237,0.4589235127478753,"[14, 29, 52, 59, 81, 86, 92, 95, 103, 116, 124, 176, 202, 236, 249, 287, 335, 343, 349, 353]","[0.0, 14.0, 353.0]",1.0,1.4099155310541391
dirichlet__n_segments=20__n_observations=353,45,multirank,0.9752288593948716,0.0084985835694051,0.0396600566572237,0.0396600566572237,"[14, 29, 52, 59, 81, 86, 92, 95, 103, 116, 124, 176, 202, 236, 249, 287, 335, 343, 349, 353]","[0, 14, 29, 52, 59, 81, 86, 92, 103, 116, 124, 176, 202, 236, 249, 287, 335, 343, 349, 353]",18.0,0.4845485966652632
dirichlet__n_segments=20__n_observations=353,45,kernseg_rbf,0.0,0.4985835694050991,0.0396600566572237,0.4985835694050991,"[14, 29, 52, 59, 81, 86, 92, 95, 103, 116, 124, 176, 202, 236, 249, 287, 335, 343, 349, 353]","[0, 353]",0.0,0.1179292164742946
dirichlet__n_segments=20__n_observations=500,45,changeforest_bs,0.944814465501244,0.022,0.038,0.038,"[19, 41, 74, 84, 114, 121, 130, 135, 146, 164, 176, 249, 286, 334, 352, 407, 474, 486, 494, 500]","[0, 19, 41, 76, 84, 112, 121, 130, 135, 166, 176, 248, 285, 334, 352, 407, 474, 487, 494, 500]",18.0,0.2166779730468988
dirichlet__n_segments=20__n_observations=500,45,changekNN_bs,0.2036716705193894,0.248,0.044,0.248,"[19, 41, 74, 84, 114, 121, 130, 135, 146, 164, 176, 249, 286, 334, 352, 407, 474, 486, 494, 500]","[0, 20, 24, 28, 33, 37, 288, 452, 500]",7.0,0.0331537295132875
dirichlet__n_segments=20__n_observations=500,45,ecp,0.0066562621975741,0.46,0.038,0.46,"[19, 41, 74, 84, 114, 121, 130, 135, 146, 164, 176, 249, 286, 334, 352, 407, 474, 486, 494, 500]","[0.0, 19.0, 500.0]",1.0,2.6159665193408728
dirichlet__n_segments=20__n_observations=500,45,multirank,0.9274214104239086,0.036,0.038,0.038,"[19, 41, 74, 84, 114, 121, 130, 135, 146, 164, 176, 249, 286, 334, 352, 407, 474, 486, 494, 500]","[0, 19, 41, 74, 112, 121, 164, 176, 249, 286, 334, 352, 407, 474, 486, 493, 500]",15.0,0.8591185938566923
dirichlet__n_segments=20__n_observations=500,45,kernseg_rbf,0.5458068608371157,0.116,0.038,0.116,"[19, 41, 74, 84, 114, 121, 130, 135, 146, 164, 176, 249, 286, 334, 352, 407, 474, 486, 494, 500]","[0, 61, 63, 184, 250, 286, 332, 339, 419, 500]",8.0,0.1680470425635576
dirichlet__n_segments=20__n_observations=707,45,changeforest_bs,0.9531654317207814,0.0042432814710042,0.0381895332390381,0.0381895332390381,"[27, 58, 105, 119, 162, 171, 184, 191, 206, 232, 249, 352, 404, 472, 498, 576, 671, 687, 699, 707]","[0, 27, 58, 70, 105, 119, 165, 171, 186, 193, 209, 230, 249, 352, 403, 472, 498, 576, 671, 687, 699, 707]",20.0,0.2892453148961067
dirichlet__n_segments=20__n_observations=707,45,changekNN_bs,0.0068476215686302,0.4596888260254597,0.0381895332390381,0.4596888260254597,"[27, 58, 105, 119, 162, 171, 184, 191, 206, 232, 249, 352, 404, 472, 498, 576, 671, 687, 699, 707]","[0, 27, 707]",1.0,0.0559649951756
dirichlet__n_segments=20__n_observations=707,45,ecp,0.1757766467895259,0.2531824611032532,0.0381895332390381,0.2531824611032532,"[27, 58, 105, 119, 162, 171, 184, 191, 206, 232, 249, 352, 404, 472, 498, 576, 671, 687, 699, 707]","[0.0, 27.0, 402.0, 707.0]",2.0,6.585598206147552
dirichlet__n_segments=20__n_observations=707,45,multirank,0.9310728870413352,0.0367751060820367,0.0381895332390381,0.0381895332390381,"[27, 58, 105, 119, 162, 171, 184, 191, 206, 232, 249, 352, 404, 472, 498, 576, 671, 687, 699, 707]","[0, 27, 58, 105, 119, 171, 232, 249, 352, 403, 472, 498, 576, 671, 687, 707]",14.0,1.5438271034508944
dirichlet__n_segments=20__n_observations=707,45,kernseg_rbf,0.6203789581928095,0.0919377652050919,0.0381895332390381,0.0919377652050919,"[27, 58, 105, 119, 162, 171, 184, 191, 206, 232, 249, 352, 404, 472, 498, 576, 671, 687, 699, 707]","[0, 62, 107, 184, 402, 467, 496, 498, 574, 669, 707]",9.0,0.2108848560601472
dirichlet__n_segments=20__n_observations=1000,45,changeforest_bs,0.977627160912004,0.0,0.039,0.039,"[39, 82, 148, 168, 229, 242, 260, 270, 292, 329, 352, 497, 572, 668, 704, 814, 949, 972, 988, 1000]","[0, 39, 82, 148, 168, 229, 235, 242, 260, 270, 292, 329, 352, 497, 572, 668, 704, 814, 949, 972, 988, 1000]",20.0,0.3670474514365196
dirichlet__n_segments=20__n_observations=1000,45,changekNN_bs,0.4640648784183299,0.146,0.039,0.146,"[39, 82, 148, 168, 229, 242, 260, 270, 292, 329, 352, 497, 572, 668, 704, 814, 949, 972, 988, 1000]","[0, 39, 150, 206, 548, 709, 815, 1000]",6.0,0.1190102994441986
dirichlet__n_segments=20__n_observations=1000,45,ecp,0.5335849728530155,0.107,0.039,0.107,"[39, 82, 148, 168, 229, 242, 260, 270, 292, 329, 352, 497, 572, 668, 704, 814, 949, 972, 988, 1000]","[0.0, 39.0, 148.0, 245.0, 548.0, 704.0, 815.0, 1000.0]",6.0,22.86100076138973
dirichlet__n_segments=20__n_observations=1000,45,multirank,0.9185127133662369,0.037,0.039,0.039,"[39, 82, 148, 168, 229, 242, 260, 270, 292, 329, 352, 497, 572, 668, 704, 814, 949, 972, 988, 1000]","[0, 39, 82, 148, 242, 329, 352, 497, 572, 668, 704, 814, 949, 972, 988, 1000]",14.0,2.847955483943224
dirichlet__n_segments=20__n_observations=1000,45,kernseg_rbf,0.7459379459737474,0.105,0.039,0.105,"[39, 82, 148, 168, 229, 242, 260, 270, 292, 329, 352, 497, 572, 668, 704, 814, 949, 972, 988, 1000]","[0, 82, 148, 245, 247, 497, 578, 667, 704, 815, 947, 1000]",10.0,0.3238517642021179
dirichlet__n_segments=20__n_observations=1414,45,changeforest_bs,0.9735920637455092,0.0007072135785007,0.0388967468175388,0.0388967468175388,"[55, 116, 209, 238, 323, 343, 368, 382, 413, 465, 497, 703, 809, 944, 996, 1151, 1341, 1374, 1397, 1414]","[0, 55, 116, 210, 224, 238, 323, 343, 368, 383, 413, 465, 497, 703, 809, 944, 996, 1150, 1341, 1374, 1397, 1414]",20.0,0.4937069211155176
dirichlet__n_segments=20__n_observations=1414,45,changekNN_bs,0.4172264791078976,0.193069306930693,0.0388967468175388,0.193069306930693,"[55, 116, 209, 238, 323, 343, 368, 382, 413, 465, 497, 703, 809, 944, 996, 1151, 1341, 1374, 1397, 1414]","[0, 55, 119, 209, 224, 817, 945, 996, 1158, 1414]",8.0,0.2363298144191503
dirichlet__n_segments=20__n_observations=1414,45,ecp,0.7885410340709991,0.0516265912305516,0.0388967468175388,0.0516265912305516,"[55, 116, 209, 238, 323, 343, 368, 382, 413, 465, 497, 703, 809, 944, 996, 1151, 1341, 1374, 1397, 1414]","[0.0, 55.0, 116.0, 210.0, 344.0, 497.0, 703.0, 815.0, 944.0, 1001.0, 1145.0, 1414.0]",10.0,55.73869080282748
dirichlet__n_segments=20__n_observations=1414,45,multirank,0.933416144524912,0.0367751060820367,0.0388967468175388,0.0388967468175388,"[55, 116, 209, 238, 323, 343, 368, 382, 413, 465, 497, 703, 809, 944, 996, 1151, 1341, 1374, 1397, 1414]","[0, 55, 116, 209, 238, 343, 465, 497, 703, 809, 944, 996, 1151, 1341, 1374, 1414]",14.0,5.624918820336461
dirichlet__n_segments=20__n_observations=1414,45,kernseg_rbf,0.8881680545775507,0.0487977369165487,0.0388967468175388,0.0487977369165487,"[55, 116, 209, 238, 323, 343, 368, 382, 413, 465, 497, 703, 809, 944, 996, 1151, 1341, 1374, 1397, 1414]","[0, 116, 209, 344, 490, 703, 811, 944, 996, 1156, 1334, 1373, 1414]",11.0,0.5821710880845785
