dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
dirichlet__n_segments=20__n_observations=250,307,changeforest_bs,0.8598239102349117,0.028,0.024,0.028,"[6, 10, 13, 44, 47, 49, 60, 83, 88, 89, 102, 156, 170, 172, 194, 207, 210, 218, 245, 250]","[0, 6, 13, 44, 60, 89, 101, 155, 173, 194, 211, 250]",10,0.1261410070001147
dirichlet__n_segments=20__n_observations=250,307,changekNN_bs,0.0,0.408,0.024,0.408,"[6, 10, 13, 44, 47, 49, 60, 83, 88, 89, 102, 156, 170, 172, 194, 207, 210, 218, 245, 250]","[0, 250]",0,0.0080998960183933
dirichlet__n_segments=20__n_observations=250,307,ecp,0.0092137591166264,0.384,0.024,0.384,"[6, 10, 13, 44, 47, 49, 60, 83, 88, 89, 102, 156, 170, 172, 194, 207, 210, 218, 245, 250]","[0.0, 6.0, 250.0]",1,0.7174481590045616
dirichlet__n_segments=20__n_observations=250,307,multirank,0.9325343039334822,0.012,0.024,0.024,"[6, 10, 13, 44, 47, 49, 60, 83, 88, 89, 102, 156, 170, 172, 194, 207, 210, 218, 245, 250]","[0, 6, 10, 13, 19, 44, 46, 60, 81, 87, 93, 101, 156, 170, 172, 194, 207, 210, 218, 245, 250]",19,0.2484304940444417
dirichlet__n_segments=20__n_observations=250,307,kernseg_rbf,0.0,0.408,0.024,0.408,"[6, 10, 13, 44, 47, 49, 60, 83, 88, 89, 102, 156, 170, 172, 194, 207, 210, 218, 245, 250]","[0, 250]",0,0.0542352119809947
dirichlet__n_segments=20__n_observations=353,307,changeforest_bs,0.9493803574909436,0.0198300283286118,0.0254957507082152,0.0254957507082152,"[9, 14, 19, 62, 66, 69, 84, 117, 124, 126, 145, 220, 240, 243, 274, 292, 296, 308, 345, 353]","[0, 9, 15, 62, 84, 117, 125, 145, 220, 240, 274, 296, 307, 345, 353]",13,0.1852397389593534
dirichlet__n_segments=20__n_observations=353,307,changekNN_bs,0.0,0.4107648725212464,0.0254957507082152,0.4107648725212464,"[9, 14, 19, 62, 66, 69, 84, 117, 124, 126, 145, 220, 240, 243, 274, 292, 296, 308, 345, 353]","[0, 353]",0,0.0153743019909597
dirichlet__n_segments=20__n_observations=353,307,ecp,0.0842645348240858,0.376770538243626,0.0254957507082152,0.376770538243626,"[9, 14, 19, 62, 66, 69, 84, 117, 124, 126, 145, 220, 240, 243, 274, 292, 296, 308, 345, 353]","[0.0, 9.0, 60.0, 62.0, 353.0]",3,2.0951750479871407
dirichlet__n_segments=20__n_observations=353,307,multirank,0.9822004227187596,0.0198300283286118,0.0254957507082152,0.0254957507082152,"[9, 14, 19, 62, 66, 69, 84, 117, 124, 126, 145, 220, 240, 243, 274, 292, 296, 308, 345, 353]","[0, 9, 14, 19, 62, 84, 117, 124, 145, 220, 240, 243, 274, 292, 296, 308, 345, 353]",16,0.4264917129767127
dirichlet__n_segments=20__n_observations=353,307,kernseg_rbf,0.0,0.4107648725212464,0.0254957507082152,0.4107648725212464,"[9, 14, 19, 62, 66, 69, 84, 117, 124, 126, 145, 220, 240, 243, 274, 292, 296, 308, 345, 353]","[0, 353]",0,0.1051834099926054
