dataset,seed,method,score,left_hausdorff,right_hausdorff,symmetric_hausdorff,true_changepoints,estimated_changepoints,n_cpts,time
dirichlet__n_segments=20__n_observations=250,391,changeforest_bs,0.8915785460606187,0.024,0.016,0.024,"[1, 17, 21, 34, 71, 84, 89, 102, 106, 111, 123, 133, 168, 199, 205, 209, 239, 242, 245, 250]","[0, 17, 34, 72, 84, 103, 112, 124, 133, 168, 199, 213, 235, 246, 250]",13,0.1790183838456869
dirichlet__n_segments=20__n_observations=250,391,changekNN_bs,0.0,0.492,0.004,0.492,"[1, 17, 21, 34, 71, 84, 89, 102, 106, 111, 123, 133, 168, 199, 205, 209, 239, 242, 245, 250]","[0, 250]",0,0.0131436369847506
dirichlet__n_segments=20__n_observations=250,391,ecp,0.0,0.492,0.004,0.492,"[1, 17, 21, 34, 71, 84, 89, 102, 106, 111, 123, 133, 168, 199, 205, 209, 239, 242, 245, 250]","[0.0, 250.0]",0,0.5331631021108478
dirichlet__n_segments=20__n_observations=250,391,multirank,0.8207067414265223,0.004,0.06,0.06,"[1, 17, 21, 34, 71, 84, 89, 102, 106, 111, 123, 133, 168, 199, 205, 209, 239, 242, 245, 250]","[0, 17, 20, 27, 34, 49, 72, 84, 86, 90, 102, 106, 111, 115, 123, 133, 168, 180, 182, 196, 199, 202, 205, 209, 239, 242, 245, 250]",26,0.4467302248813212
dirichlet__n_segments=20__n_observations=250,391,kernseg_rbf,0.0,0.492,0.004,0.492,"[1, 17, 21, 34, 71, 84, 89, 102, 106, 111, 123, 133, 168, 199, 205, 209, 239, 242, 245, 250]","[0, 250]",0,0.0731524238362908
dirichlet__n_segments=20__n_observations=353,391,changeforest_bs,0.9590175806508676,0.0141643059490084,0.0226628895184136,0.0226628895184136,"[2, 24, 30, 48, 100, 119, 126, 143, 150, 156, 174, 188, 237, 281, 289, 294, 337, 342, 346, 353]","[0, 26, 31, 40, 49, 100, 119, 127, 143, 155, 174, 187, 237, 281, 294, 337, 346, 353]",16,0.2665070272050798
dirichlet__n_segments=20__n_observations=353,391,changekNN_bs,0.0,0.4929178470254957,0.0056657223796034,0.4929178470254957,"[2, 24, 30, 48, 100, 119, 126, 143, 150, 156, 174, 188, 237, 281, 289, 294, 337, 342, 346, 353]","[0, 353]",0,0.0264523308724164
dirichlet__n_segments=20__n_observations=353,391,ecp,0.0,0.4929178470254957,0.0056657223796034,0.4929178470254957,"[2, 24, 30, 48, 100, 119, 126, 143, 150, 156, 174, 188, 237, 281, 289, 294, 337, 342, 346, 353]","[0.0, 353.0]",0,1.2981320600956678
dirichlet__n_segments=20__n_observations=353,391,multirank,0.9701495224011496,0.0141643059490084,0.0056657223796034,0.0141643059490084,"[2, 24, 30, 48, 100, 119, 126, 143, 150, 156, 174, 188, 237, 281, 289, 294, 337, 342, 346, 353]","[0, 2, 24, 30, 48, 100, 119, 124, 143, 150, 156, 174, 188, 237, 281, 289, 294, 342, 346, 353]",18,0.9191021108999848
dirichlet__n_segments=20__n_observations=353,391,kernseg_rbf,0.0,0.4929178470254957,0.0056657223796034,0.4929178470254957,"[2, 24, 30, 48, 100, 119, 126, 143, 150, 156, 174, 188, 237, 281, 289, 294, 337, 342, 346, 353]","[0, 353]",0,0.2100573000498116
dirichlet__n_segments=20__n_observations=500,391,changeforest_bs,0.9847912557590492,0.002,0.012,0.012,"[3, 34, 43, 68, 142, 169, 179, 203, 213, 222, 246, 266, 335, 398, 410, 417, 477, 484, 491, 500]","[0, 4, 34, 43, 68, 142, 169, 180, 203, 213, 222, 246, 260, 266, 335, 398, 410, 417, 476, 484, 491, 500]",20,0.356034638127312
dirichlet__n_segments=20__n_observations=500,391,changekNN_bs,0.333349044927922,0.146,0.018,0.146,"[3, 34, 43, 68, 142, 169, 179, 203, 213, 222, 246, 266, 335, 398, 410, 417, 477, 484, 491, 500]","[0, 205, 246, 344, 500]",3,0.0609680840279907
dirichlet__n_segments=20__n_observations=500,391,ecp,0.0436189722882148,0.42,0.024,0.42,"[3, 34, 43, 68, 142, 169, 179, 203, 213, 222, 246, 266, 335, 398, 410, 417, 477, 484, 491, 500]","[0.0, 53.0, 56.0, 500.0]",2,3.916815008036792
dirichlet__n_segments=20__n_observations=500,391,multirank,0.979958472840229,0.02,0.006,0.02,"[3, 34, 43, 68, 142, 169, 179, 203, 213, 222, 246, 266, 335, 398, 410, 417, 477, 484, 491, 500]","[0, 3, 34, 43, 68, 142, 169, 203, 213, 222, 246, 266, 335, 399, 410, 417, 477, 484, 491, 500]",18,0.89083272498101
dirichlet__n_segments=20__n_observations=500,391,kernseg_rbf,0.6026947631247023,0.12,0.024,0.12,"[3, 34, 43, 68, 142, 169, 179, 203, 213, 222, 246, 266, 335, 398, 410, 417, 477, 484, 491, 500]","[0, 53, 56, 202, 223, 268, 330, 399, 412, 494, 500]",9,0.1633801700081676
dirichlet__n_segments=20__n_observations=707,391,changeforest_bs,0.9905494553918106,0.0042432814710042,0.0056577086280056,0.0056577086280056,"[4, 48, 60, 96, 200, 238, 253, 287, 301, 313, 348, 376, 474, 563, 580, 590, 675, 684, 694, 707]","[0, 4, 48, 60, 96, 200, 238, 253, 287, 301, 313, 351, 376, 474, 563, 579, 590, 675, 684, 694, 707]",19,0.495722739957273
dirichlet__n_segments=20__n_observations=707,391,changekNN_bs,0.0,0.4922206506364922,0.0056577086280056,0.4922206506364922,"[4, 48, 60, 96, 200, 238, 253, 287, 301, 313, 348, 376, 474, 563, 580, 590, 675, 684, 694, 707]","[0, 707]",0,0.1221647139173001
dirichlet__n_segments=20__n_observations=707,391,ecp,0.2431689381596856,0.2503536067892503,0.0056577086280056,0.2503536067892503,"[4, 48, 60, 96, 200, 238, 253, 287, 301, 313, 348, 376, 474, 563, 580, 590, 675, 684, 694, 707]","[0.0, 377.0, 475.0, 707.0]",2,5.634510220959783
dirichlet__n_segments=20__n_observations=707,391,multirank,0.9766047455031054,0.0155586987270155,0.0056577086280056,0.0155586987270155,"[4, 48, 60, 96, 200, 238, 253, 287, 301, 313, 348, 376, 474, 563, 580, 590, 675, 684, 694, 707]","[0, 4, 49, 96, 200, 238, 252, 287, 301, 313, 348, 376, 474, 563, 591, 675, 684, 694, 707]",17,1.5815521059557796
dirichlet__n_segments=20__n_observations=707,391,kernseg_rbf,0.7017051417470349,0.0919377652050919,0.0056577086280056,0.0919377652050919,"[4, 48, 60, 96, 200, 238, 253, 287, 301, 313, 348, 376, 474, 563, 580, 590, 675, 684, 694, 707]","[0, 56, 98, 197, 236, 376, 474, 564, 707]",7,0.2019137081224471
dirichlet__n_segments=20__n_observations=1000,391,changeforest_bs,0.9834308708080932,0.005,0.009,0.009,"[5, 68, 85, 136, 283, 337, 358, 406, 426, 443, 492, 532, 670, 797, 820, 834, 955, 968, 981, 1000]","[0, 5, 68, 85, 136, 283, 337, 359, 406, 415, 426, 443, 497, 532, 670, 797, 820, 826, 834, 952, 968, 981, 1000]",21,0.6485505499877036
dirichlet__n_segments=20__n_observations=1000,391,changekNN_bs,0.5104036746388438,0.101,0.034,0.101,"[5, 68, 85, 136, 283, 337, 358, 406, 426, 443, 492, 532, 670, 797, 820, 834, 955, 968, 981, 1000]","[0, 126, 384, 406, 470, 671, 763, 1000]",6,0.2497691737953573
dirichlet__n_segments=20__n_observations=1000,391,ecp,0.6174930340718429,0.086,0.011,0.086,"[5, 68, 85, 136, 283, 337, 358, 406, 426, 443, 492, 532, 670, 797, 820, 834, 955, 968, 981, 1000]","[0.0, 5.0, 133.0, 369.0, 532.0, 671.0, 796.0, 1000.0]",6,15.641514037037268
dirichlet__n_segments=20__n_observations=1000,391,multirank,0.9841043426349936,0.018,0.005,0.018,"[5, 68, 85, 136, 283, 337, 358, 406, 426, 443, 492, 532, 670, 797, 820, 834, 955, 968, 981, 1000]","[0, 5, 68, 85, 136, 283, 338, 358, 406, 444, 492, 532, 670, 797, 834, 955, 981, 1000]",16,2.8416173581499606
dirichlet__n_segments=20__n_observations=1000,391,kernseg_rbf,0.6520444899219386,0.084,0.009,0.084,"[5, 68, 85, 136, 283, 337, 358, 406, 426, 443, 492, 532, 670, 797, 820, 834, 955, 968, 981, 1000]","[0, 133, 367, 428, 534, 536, 671, 796, 1000]",7,0.2855751609895378
